image_name,x,y,radius,prediction,GMI
02401e59354083a73114a070b7e2fa5872ae2aa1.jpg,27,49,4,1.0,0.0
024808747dc23029872fef12fa6b659cae4d52a9.jpg,79,46,2,1.0,0.0
0249db284ec8736ce763483f3c085fd798066164.jpg,51,72,2,1.0,0.0
02516401ff4d088cbed4928c0b8615b1c7c440ae.jpg,12,7,2,1.0,0.0
0262e26948ba69ec213e0c6f87c6daaa5f596de2.jpg,80,79,5,0.99999994,0.1310721875095943
02683f8daebb0eb061e6cadb94c402852ea76fd7.jpg,55,36,4,1.0,0.0
026a51bd0f8310871cb68b4245899b2444c9a0e9.jpg,52,67,2,1.0,0.0
026bad824952b07e152dee810375ef91f9315484.jpg,25,71,3,1.0,0.0
0283c3329ca57089a63851c236df0c0665b32a26.jpg,50,80,3,0.99999964,0.120718491169837
0283d87322c0876ee9579ddd77c7ca8b7182a40d.jpg,22,54,3,1.0,0.0
0283df2cde32914f4f03178aa84166bd7cddef28.jpg,40,74,4,1.0,0.0
0285a8804589ebab5b51f5da5737cbcc42a6143b.jpg,48,10,3,1.0,0.0
028a0c4c7c4c64739fc76764c9f97c74d6a22323.jpg,40,23,3,1.0,0.0
029e822fd30fd630514596405f9e737d5793c8bc.jpg,49,69,3,0.99999994,0.119514657324191
02b193e4e337043a8199b6f790083ebaf9822ec1.jpg,13,17,3,1.0,0.0
02b1d8dd3e603ed037075e00a6732f118744b4d5.jpg,40,44,5,1.0,0.0
02bfb3b2202e4bfc6d2562be1c778f81193da57c.jpg,69,29,5,1.0,0.0
02ca53cc09ef4bce3eda92d4a4729d2a07b3c042.jpg,34,75,4,1.0,0.0
02ccb816387acb06b6dfa11a10221773c8fa6a76.jpg,81,11,4,1.0,0.0
02d0a76c49dbfeb700322971910426490d9d91e3.jpg,34,65,5,1.0,0.0
02e148252040447fb4789aef1e39e2a533dc404d.jpg,89,8,3,0.47878474,0.0722706847411872
02f61b49c514d035c5e866d300b9f6728a6cd3c7.jpg,63,89,5,0.24436739,0.5130638047131854
02fae5952657063bc37c826a7185ba0d128a8f18.jpg,51,64,2,1.0,0.0
030298e7931431224ebb11b8d5cbe89bb9cb4f42.jpg,53,52,4,1.0,0.0
031f0858fc1fe4b117eb8c58c4bd83b28b105055.jpg,66,18,5,0.9999973,0.06254920545091405
032d1e29644015351c27ac519d421616d5365543.jpg,88,4,3,0.85994565,0.2540509454705115
033395726af7ad89f3efd26011835b95863605cc.jpg,10,7,5,0.9999998,0.4152645924973365
0336c956194eca0fa6d8c0e50cfe3f94464190e7.jpg,25,93,3,0.7999953,0.3196396106098405
0338d6d4a4b036211eb98775b2a3638c118df33a.jpg,94,30,2,0.58535993,0.24891846694355776
034af561da4b1131b13a5502ff753a6bdc12f070.jpg,54,34,4,1.0,0.0
03577100f5893f7d6d00ec897f4bef43fff516f6.jpg,70,21,5,1.0,0.0
035df1d26c3dd743ad8c179af9fecb7d3826eea8.jpg,56,85,4,1.0,0.0
0360d6c944b7837d7e00769058ddcb24db8dc3b8.jpg,61,53,4,1.0,0.0
0362a866ec2c0d3ded2c4fbb8fff0dededfd746d.jpg,74,59,5,1.0,0.0
036a32fae0545024fe2af427d26e97db3dc50601.jpg,29,56,3,1.0,0.0
036b6c10980a2f7f3c9e69288f1c63f736079ace.jpg,80,51,4,1.0,0.0
0378a9b2c53c1c09d35d0ec40894e971ce89c7a9.jpg,66,65,5,1.0,0.0
03804acd27a753029cccfd4956eeda9e657c2cdb.jpg,92,84,4,0.9044337,0.16113237078022294
03838c8536f42dfb57b3f5c6b67ac1c146de79e2.jpg,73,69,5,1.0,0.0
0385c225bdd76238478fab074e1da8f5f2fd7c03.jpg,38,80,4,1.0,0.0
03a805179cbf883628961eb0847e6d2e61beb9a0.jpg,58,6,2,0.9999994,0.3793226815442602
03af648bc4c1102196e5de8e599760cbe8270b04.jpg,26,69,4,1.0,0.0
03bae0e9eeab7dfd49533ae484ba6c392270a8fb.jpg,69,27,4,1.0,0.0
03c8f1d32e502b52ad6b6038bf861f9d9cbf21a4.jpg,70,93,2,0.62375873,0.2783741922846211
03ce21a317130fb4fd7fab5b2caf4c7ff0287669.jpg,53,61,4,1.0,0.0
03da93065ed88d9f1d6c2ee98a407171a5336630.jpg,61,14,5,1.0,0.0
03e7c011f05c1d56ecb851050355370d68db02ce.jpg,78,58,5,1.0,0.0
03f47f9d4b6fa3b0196d7142a1f573af2818cea9.jpg,30,34,3,1.0,0.0
03fc42f39dfdfb88af10d9264afdeb8faec9e8ef.jpg,76,54,3,1.0,0.0
040bebbdcf32afda355d3950c73ee467a969eaa6.jpg,47,91,5,0.20607479,0.4831003179757581
040eec9c25541daaa5b9aafab5da8c0769874594.jpg,88,43,3,0.6143757,0.2861300571004345
0410766fbdf06ebf4217e33d1a4ff9c7869f025a.jpg,11,92,3,0.8609111,0.3174843843683951
0413bef9caa3e3ba16f3dc9a9cf3f8a9f1965a1a.jpg,9,38,4,1.0,0.0
041ead7c892487b5a59baed72866c455dffcd7ca.jpg,6,58,5,1.0,0.0
042176708fb16be1fe31f901d66583905d0f8550.jpg,33,56,4,1.0,0.0
044add3c8b72fa2d06a680edb948aeb48db7de78.jpg,30,30,4,1.0,0.0
04572c36c46e368170bd9962aeb6e2a5cf55b131.jpg,34,67,3,1.0,0.0
0465b5f1837608217697639ca651c021d74bbb75.jpg,85,22,2,0.9996515,0.10782697451697539
046e10d1f0cd7e4db302ccdc5233a1539b657a58.jpg,20,23,3,1.0,0.0
046f9fb55b1fa4733edf297b0bca47a300347f0c.jpg,30,9,4,1.0,0.0
04737bb815e2946c27185e7c1e7d50cca3d6cad7.jpg,44,44,3,1.0,0.0
047729c5919147f55555e57bd07657a687918721.jpg,71,9,5,0.99999994,0.3756527545598093
0484a5340864a847015324f7f565fa39c3d7af6b.jpg,5,82,4,0.9999991,0.4266200445728393
049d4e03755a734415b1cf79c9e30df5da2ec0b7.jpg,12,9,5,1.0,0.0
049e379b2c915338750ce6db205799341292bc79.jpg,65,47,4,1.0,0.0
04a8852a59e280bc297d485575dbea4f2b686eaf.jpg,47,39,4,1.0,0.0
04a9a5ef3a21956d83e19d76176b9a5d040fa21b.jpg,79,12,5,0.9999865,0.34771442810566294
04a9b914331f44c14a91cebac4a402a6b8772763.jpg,16,90,4,0.17287028,0.25935101443661385
04a9ef17f6778ed9d4a8151956a53868e4a999cb.jpg,38,44,5,1.0,0.0
04c3638ca46f0c6810f7a1de0df7275a64caf8ee.jpg,63,90,4,0.017854182,0.46929978651006127
04c9acff560e53d931dec0a8495d28dd6d01e774.jpg,45,37,3,1.0,0.0
04cce391a4138ef3f01ea1d92876dcab744d8f1e.jpg,55,80,2,1.0,0.0
04ce3160dc1c11fd3a7c93e527ce9987ec59f7fb.jpg,31,25,3,1.0,0.0
04d010577c192cf261a38691f922278ef5c02e9c.jpg,54,51,3,1.0,0.0
04d0bbbb59f214370a98c981042bdac18a056311.jpg,88,72,4,0.057565615,0.5845580778462449
04d49df03ff39dfdc1281dd9b5794085b7aedb69.jpg,67,24,2,1.0,0.0
04e699d893a4dcff8b66032285345288c3bac111.jpg,50,75,2,0.99993205,0.006164328444282151
04ebc01b591baa1f5528a83d13b012ce715e134f.jpg,25,35,2,1.0,0.0
04ff1aae80e91f9968e525894dbfde64de2d5633.jpg,83,10,2,0.99999934,0.3097039711271872
05014bf64586f1f5362317d5cbfb4e19680c96e4.jpg,61,68,5,1.0,0.0
0505aacad8ecca4748e866ba4aadeec2b2abe219.jpg,65,60,5,1.0,0.0
0510d6fde9f5643d444ccfd2eaad6e6ba5619772.jpg,31,42,2,1.0,0.0
051e41873ca0a13f3e31afc8ab9a3866d0cf85a6.jpg,62,30,2,1.0,0.0
05203cfa1283f4bae26a93e24aba5f85c61aa2f5.jpg,25,11,3,1.0,0.0
0522fa42b90ae31f53083ff9de6b5c8d64683381.jpg,76,10,3,1.0,0.0
05239edb15edeb5e632c403902a6b9b3b725eed8.jpg,78,10,2,0.9999998,0.2400198740036584
0528c49ea67ce3010ce10463968e8347adc72bdf.jpg,14,71,5,0.999935,0.41655487129060353
052a2bd244f1821be0f3b8264b211cc3932ff611.jpg,35,6,5,1.0,0.0
052bbdd341ad95272cd815990f4b64bd443172f2.jpg,46,12,5,1.0,0.0
0532f96bd080e57dce2a53210570fc05dda144d4.jpg,91,34,2,0.3077039,0.09949072082856927
0533ddeddf2857757be8c5881ab458675284c6d6.jpg,75,87,4,0.26989102,0.4613835767878416
0533fe41b9bc0ecde1031b8a30475557239dea06.jpg,91,24,4,0.4437968,0.32534246941519973
05436cc9e44a90a2782f4b7cd8ce949f5b54ca02.jpg,33,70,5,1.0,0.0
054fddf2d1b009bc404ee91a9f6b46816b2eee3d.jpg,53,53,3,1.0,0.0
05515f940c4249a8d1c9a1a6b31035d218494ebf.jpg,79,22,3,1.0,0.0
05524a834bf2f1e99204c0efb31f12ca2c3e8a3b.jpg,7,92,2,0.42572924,0.5594688612710227
0555e1e2683c4d566a754f1da28d9e2f2aa22e5f.jpg,10,73,3,1.0,0.0
056f8128b7dd3f32cf8af9ca541daab3fa5ef0b5.jpg,17,76,2,0.99999815,0.2167011688155519
0578bfcf43ba938a14d7b52b9ae48d6bdac60c2b.jpg,4,34,3,1.0,0.0
057ab96600788b39c45cbf2fe0e9f6af2f84b6a0.jpg,13,35,2,1.0,0.0
0587476a6874e8bc60ab8e9aa31d7cfded1c5d91.jpg,50,69,5,1.0,0.0
05916f00aa69e3784e84c76cfa4f5ebe8116aa96.jpg,23,92,4,0.7785635,0.30212821847423965
05a2bf952d51865bf615420e9cb1a9ee6ad15e04.jpg,63,8,4,0.9999992,0.43244142941305697
05a7b35121087efe2e7c7163dfc688e635ee717e.jpg,43,17,5,1.0,0.0
05a7bf3818613286cbae9b4fbefbdfc1efa23ae6.jpg,88,63,2,0.85024166,0.17486777617266958
05a9955e2fd2d215ed7694fc7792afe932fdae9b.jpg,27,34,2,1.0,0.0
05ab0deab1b70ba2d51e0d64bf5f006910992902.jpg,71,9,4,0.9999883,0.2112433338339454
05b38d9d4fd5ad2c7a707dbcd3e3b4ddd6147228.jpg,25,71,4,1.0,0.0
05b6d35faf85f5638493f2a4941656d74a2aacda.jpg,78,57,2,1.0,0.0
05da6b414509f3617105c036cc2213112593870a.jpg,41,68,5,1.0,0.0
05def8e7ecad865af9d00b21797789bb1ad679d9.jpg,11,19,4,1.0,0.0
05ecad7be543c737c19b41ed6cf9587a737249d6.jpg,51,87,5,0.99999976,0.1190747407157502
05ed8f4971f27eaeff7f9e69dd575f15bdab4f88.jpg,79,24,5,1.0,0.0
05f156e22d21444b37348221b0f86d6ab1b5dc95.jpg,41,62,3,1.0,0.0
05f6aae00dd89515d12ad5453cce76c505ca1103.jpg,14,37,3,1.0,0.0
0609ae8252410a466f20e10a77b9ae4d1cf436d7.jpg,53,79,3,1.0,0.0
061d34aa1f9815c2f59ed6b919901b61d7ebdd2d.jpg,12,9,5,0.99999994,0.292928420924118
062626fc3b5b1ea25c3c8f5cdf5b254a0f351c65.jpg,80,60,5,1.0,0.0
062749ea0f20944db425fdaf3184b3b02fccfa04.jpg,19,9,3,1.0,0.0
062f90ccea20e99be332ed1a65e4683df6fd22ec.jpg,10,14,2,0.9996458,0.5809699471404859
06382fcf7fae0f5eaf23ce556162454c7868429c.jpg,53,28,4,1.0,0.0
0648f512c564cab469e32842154bfc7ec8a29d0c.jpg,32,4,4,1.0,0.0
064d839a0c7692467b8d15842dadbdef1e7c89ca.jpg,89,24,4,0.8617291,0.18801493466505398
064f32050364800d8747d76f5a169be1335fd2c3.jpg,37,71,4,1.0,0.0
065828d36950872696add9f3fc516ee878bcb099.jpg,79,92,2,0.8692964,0.2015401732927713
065cc4139e8017dd536b95a7c112eac7a6c41b38.jpg,36,31,4,1.0,0.0
065f53cdf64f41c6ad218f97a50fc0f9ee150e7e.jpg,33,21,3,1.0,0.0
0661742a26c0f3406ac5fdedbd3dfd773404abdd.jpg,12,71,4,1.0,0.0
0665772f048e4ed0b87a6ee97357ba741d7873e6.jpg,20,24,4,1.0,0.0
066e7667480a2345efb7624cbffe5a30d512887e.jpg,43,58,4,1.0,0.0
068c4b65594096e84cfec2291ba240f1ae29befc.jpg,44,63,4,1.0,0.0
068cc647528ccd51c453bea0b64ba44bf6f1b0f0.jpg,47,34,3,1.0,0.0
069b0d02e94da0397f299f2b493bcc6cf3126f3e.jpg,64,83,3,1.0,0.0
069d508347e6c431a6484229bfe90a31cc14fda0.jpg,86,16,2,0.7715135,0.14117465290242107
06a4386e779eab1d31a129b2612ce8a50c344dfd.jpg,90,61,4,0.21862797,0.256420336637802
06a510e01dead52554d4dd8189e789660fc7907f.jpg,45,30,5,1.0,0.0
06ab0bd5249d6b65d04efd196e758da310f0cfd5.jpg,52,59,5,1.0,0.0
06b14bf07679458f159b7fc13fb4615099ebcfb0.jpg,56,15,3,1.0,0.0
06b494bcb58b23992cbf1fcd6cbbd961e97c4ce0.jpg,20,52,3,1.0,0.0
06cb35548ba918eb5d6de7df1bc72e4f27eb9957.jpg,29,91,2,0.6810034,0.2911162201833333
06cb819c1d759d0ab350c2af4763c24fc79d8e91.jpg,51,7,3,1.0,0.0
06d0f0f75af032b984af928026c178dfb4799c32.jpg,19,91,2,0.90795696,0.061469265006027056
06d861ace9b31d39bf8d0db3390796c4f449484d.jpg,78,66,3,0.9999999,0.05811759301754738
06f0809ad954a7dd8cb2d1058f9e1c742743e7bb.jpg,82,62,4,1.0,0.0
06f75f8c075391d50e2d6d6ae5819e5660f93cfd.jpg,24,82,5,1.0,0.0
06fb744849b91628cea66376b805cdf5a924a5cc.jpg,59,81,3,1.0,0.0
06ffba7981b57cd0e11ed6172b529275862a62f0.jpg,54,23,5,1.0,0.0
07077231b8e73c1544686b74c3102120c1b4a029.jpg,81,43,4,1.0,0.0
0707c27765c00966275f042c794df9c238e0caba.jpg,19,15,5,0.9999984,0.2643863653996484
071a992e0e15573a9f9f574fe18ded77fe1ae377.jpg,16,4,3,0.9999858,0.4679039897758521
071fc5c7cc6d005c19429ba486cbe5d879c674eb.jpg,5,13,4,1.0,0.0
072159e40abb5b02b9b7532fc6ce905afe30ad43.jpg,9,48,5,1.0,0.0
07281fac27bf7325d58f225e3439e18803668a6e.jpg,20,80,2,1.0,0.0
07344aca74d52ce6df14c86c897d89c1fd687a76.jpg,42,8,4,1.0,0.0
0749c12cad8a842964b0bba38c5cf6340c86474d.jpg,66,31,4,1.0,0.0
074de8e5edef7c5d2c938e574fc119f55008599c.jpg,80,61,4,1.0,0.0
07506cdca0bfd11ed42a83c3f8d8449b54e840ee.jpg,23,66,2,0.9999997,0.09365610779805746
075d0aaefe452b0c4dedca465b8da1364364f05e.jpg,81,89,2,0.90837145,0.0261503824837558
075d84acf43ae6173a342514b5b37e6aa16419d0.jpg,53,90,5,0.092527226,0.4087818941460152
0766b4d6ff3b2b62551ee8d6a27f366f6410338f.jpg,59,51,2,1.0,0.0
0766d69b34f87c17d2e7394317139259cbf7e86c.jpg,82,27,2,1.0,0.0
07679675f3117c24a0de373177008549791aedbd.jpg,91,25,3,0.08237465,0.4229326164951821
0769083de96e1a31a6142cf8dea18bba5eb1e158.jpg,18,34,2,0.992108,0.06890855300540699
076af8b5000e185803526b25764b01a7cf97df82.jpg,39,47,5,1.0,0.0
077a063724be3f5875c9de65b68db4aef41feed0.jpg,62,39,3,1.0,0.0
0780c8a141a3b91c878676cd3c9c8fdab2d075e4.jpg,44,89,4,0.28600803,0.4139612398446952
078224a506934b076598a09f8238007b4d0c1fb4.jpg,50,77,4,1.0,0.0
078663ee4538ef995575e745d8b9d3b0dc383dd1.jpg,47,31,5,1.0,0.0
0788295da0929b82473fb15e4bc472309932243b.jpg,76,62,5,0.9999999,0.26415737907181785
078f20299ebc2d75d82c9f529c9a75d954e73e18.jpg,42,56,2,1.0,0.0
078f4908a742883076387aa00028a2e8be237bdf.jpg,57,15,2,1.0,0.0
07924a0169826d716e898ab0481e1b07d3ccc983.jpg,9,80,3,1.0,0.0
07973d1370dec153ee543e411d6aa27c079ba0ab.jpg,48,82,2,1.0,0.0
07999b1d85dddd18b42d90e9155f0231bb947576.jpg,51,16,2,0.99995965,0.20619537890607895
07a91420052013d82799c71def0f08b6e442d942.jpg,28,12,4,1.0,0.0
07abd5615698f277ca074a014b6ebce974df9ab7.jpg,34,7,5,1.0,0.0
07b15c31e0befb254bbe0472876d5a0a1a01748c.jpg,4,68,2,0.99999976,0.3112171723770694
07b19dc1e94a3470acdf90e8f93bc53c09f25b90.jpg,49,61,3,1.0,0.0
07c0d4324d7c850861c9e246497cfd80c511b103.jpg,7,32,4,1.0,0.0
07cb704816d06400c936faec1309f52e32f968e9.jpg,62,83,5,0.99999994,0.09597870815280032
07cbac3d20ec9b7d8a3c7222c894dea58a7c5e58.jpg,42,14,2,1.0,0.0
07cff63ae8b691c08803d5836f6dbe5d930076c5.jpg,60,68,2,1.0,0.0
07f3b45e6fb31e669ac56ce9eea9e15b787b988f.jpg,37,29,2,1.0,0.0
080a1db4775d327b80d12ae71eb6a15646e93c03.jpg,68,47,5,0.99999994,0.05771922239853278
08242fe01dbb216baded5daaae81a947514aa859.jpg,31,24,2,1.0,0.0
082c56def020eb7153be2ba49a3bc4e332891cee.jpg,62,23,5,1.0,0.0
082d72c45633eaeb73c0e38e9c5aa04e0525f798.jpg,87,6,2,0.44368815,0.2830849092910413
083ba2b8a9ea7c8775ea3d5091ce6619ef57e456.jpg,11,12,3,0.99999994,0.23681090527835866
08696e22ba2dddb8509fcb05fb985008fcee381c.jpg,14,13,4,0.99967515,0.38871266890389705
08734d4bdb77e4010a859ae18780e68638788302.jpg,64,14,4,0.9999999,0.1890771901724871
088549aa550798d752addda5b5f120d33cef93d7.jpg,39,8,4,1.0,0.0
088c7261de77870a85acc4cd34ee0c180bfc8b11.jpg,17,27,2,1.0,0.0
088d45fa462ee03f47c9078dbbe0a5dc2f71c1f5.jpg,85,43,2,0.9999999,0.2001058142499232
08941bfdeb599eebdedc776957ffecb490ce6786.jpg,50,49,2,1.0,0.0
089b1ad89ecc2a6cdf64f4cc2c3df7f88a7f795c.jpg,16,77,5,0.9999997,0.295791553304738
08b2993b84defeb6ae2bd2860f5e797071129a0b.jpg,52,56,5,1.0,0.0
08b4db62074ab49cca8ecde8f3e1ce53ff7fe6ff.jpg,36,25,4,1.0,0.0
08bf40826630e494724b606b6fd005264903682e.jpg,55,31,2,1.0,0.0
08c96324266756f851a3415bcb3b0fb80cf47c48.jpg,89,68,2,0.82365435,0.22844991110584045
08d7ba1c3427af90c232139b77a6023e5734e318.jpg,87,82,5,0.99702066,0.0804764522865197
08dbdcf0e3452dcadcf5aaefedb670caa3038084.jpg,84,4,4,0.9999948,0.19068612465831847
08e6ee799b1c789adbd3b62b4ffc16abb54582c8.jpg,40,16,4,1.0,0.0
08e95c2034138ab61c2a142120b11423111bb9f6.jpg,82,50,5,1.0,0.0
08ef05a50231f5c8aa7c3174e8b4c02cc896d3e8.jpg,67,28,5,1.0,0.0
08ef0bb8298d52b7b68cdac4edeaae3c6268fca9.jpg,9,17,3,0.9999995,0.32035751494634607
08ef7d496f12e9bd9411c7819f287f8879ef491e.jpg,70,70,2,0.9999968,0.2839309331766404
08fe810d9d4cdaa1815d7596954c31c2f73b100b.jpg,85,22,5,0.99999195,0.01527972217013461
09046c135e3e4f41a6787c2cc0a7219c53fb665d.jpg,19,35,5,1.0,0.0
09124aa89b4ad2f8101e2fea16928914988970b1.jpg,24,28,2,1.0,0.0
091349e33e6496ba83d9c3c18798f48c9804da0a.jpg,76,39,4,1.0,0.0
091b5820b50af25fa3af131641ec26b5ae4947d4.jpg,21,22,2,1.0,0.0
0926bdb409977faf9b608a075918f2f219d3e919.jpg,38,30,2,1.0,0.0
0932af82184d2b3852d6e6f94b1165adc3c0c2ef.jpg,12,4,2,1.0,0.0
093c4ee0fcea14c3dba6098c4e893e21e4f69d03.jpg,50,53,5,1.0,0.0
095685d687074e7abeedea7b9aa72d1419c2e2e9.jpg,33,66,2,1.0,0.0
09705c0e234b59c028e174f427c8e5efb5520388.jpg,68,73,5,1.0,0.0
0979b7f71d2b88b1a04928f13aae3741347ad119.jpg,45,54,4,1.0,0.0
097b649f7988574eee65b97d73b19e669bd0f028.jpg,64,62,4,1.0,0.0
09976b3264fcc254074c098445f87176b8042884.jpg,81,58,3,1.0,0.0
09a751dbb7d6388f0c76421e0426dba175bf7c8d.jpg,88,88,4,0.59598964,0.23895695274789194
09a944bae4f85ae3a6e16eae6b046f291ec7ba2c.jpg,34,76,2,1.0,0.0
09b776a167d0abeddedf059298613854852a8f3d.jpg,10,55,3,1.0,0.0
09b8de513b3cf3938d5cdaf021fe034cad71fd03.jpg,41,20,3,1.0,0.0
